File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF560WXZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR194HZU	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	2	2_1							/files/ENCFF405PYI/, /files/ENCFF852DRN/	600392	Gene Yeo, UCSD	747c19238de5bb41594a2a1d4c9c3137		https://www.encodeproject.org/files/ENCFF560WXZ/@@download/ENCFF560WXZ.bed.gz				released	s3://encode-public/2016/11/30/a4aaf4b0-23c9-4d9e-bf43-88d23f0152ed/ENCFF560WXZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/a4aaf4b0-23c9-4d9e-bf43-88d23f0152ed/ENCFF560WXZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF845UMK	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR194HZU	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	2	2_1							/files/ENCFF633BUL/	1114234	Gene Yeo, UCSD	746fbdb5cb13cd1e62d224d6fe6a0651		https://www.encodeproject.org/files/ENCFF845UMK/@@download/ENCFF845UMK.bigBed				released	s3://encode-public/2016/12/02/c1f06dc9-43ad-4403-9e07-b3555e1e9452/ENCFF845UMK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/02/c1f06dc9-43ad-4403-9e07-b3555e1e9452/ENCFF845UMK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF041WQX	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR194HZU	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	1	1_1							/files/ENCFF913QWS/	480674	Gene Yeo, UCSD	4f4d198e8ed851b0b8fb1f83ad9139f7		https://www.encodeproject.org/files/ENCFF041WQX/@@download/ENCFF041WQX.bigBed				released	s3://encode-public/2016/12/02/06e18077-439a-4f15-b0f9-a3d9e28a8646/ENCFF041WQX.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/02/06e18077-439a-4f15-b0f9-a3d9e28a8646/ENCFF041WQX.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF297FNV	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR194HZU	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	1	1_1							/files/ENCFF645PLG/	927207	Gene Yeo, UCSD	993c993d619cf7e6831582941bc5acaf		https://www.encodeproject.org/files/ENCFF297FNV/@@download/ENCFF297FNV.bigBed				released	s3://encode-public/2016/12/03/e0988f17-fa0b-44ec-afaf-d2f058b5f4ed/ENCFF297FNV.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/03/e0988f17-fa0b-44ec-afaf-d2f058b5f4ed/ENCFF297FNV.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF844FIQ	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR194HZU	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										NOLC1-human	RNA				ultraviolet irradiation	strand-specific	2017-11-19	ENCODE		see document	175-300	2	2_1							/files/ENCFF560WXZ/	1316732	Gene Yeo, UCSD	d9bd5661f5e4ec8b26be8fdafe93519e		https://www.encodeproject.org/files/ENCFF844FIQ/@@download/ENCFF844FIQ.bigBed				released	s3://encode-public/2016/12/03/1881ff1c-7b7b-4e9b-a610-e4431b3f8643/ENCFF844FIQ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/03/1881ff1c-7b7b-4e9b-a610-e4431b3f8643/ENCFF844FIQ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF035UHD	bam	bam		alignments	hg19	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1		43					/files/ENCFF214SWU/, /files/ENCFF437VVV/	118565831	Gene Yeo, UCSD	dcc3ac2e71dbcb8ec429de1e552f96a2		https://www.encodeproject.org/files/ENCFF035UHD/@@download/ENCFF035UHD.bam				released	s3://encode-public/2016/03/23/e626878e-27e6-4555-8c61-0b555ee467e4/ENCFF035UHD.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/23/e626878e-27e6-4555-8c61-0b555ee467e4/ENCFF035UHD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF249FBZ	bam	bam		alignments	hg19	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1		43					/files/ENCFF975CKG/, /files/ENCFF487PAA/	176567637	Gene Yeo, UCSD	0a2bef15a5696f1d34e04b4687e887a6		https://www.encodeproject.org/files/ENCFF249FBZ/@@download/ENCFF249FBZ.bam				released	s3://encode-public/2016/03/23/19d138c2-7ed3-4468-8594-fd7ba05994c4/ENCFF249FBZ.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/23/19d138c2-7ed3-4468-8594-fd7ba05994c4/ENCFF249FBZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF374GKD	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF993XGD/, /files/ENCFF585PKG/, /files/ENCFF035UHD/, /files/ENCFF039QTN/, /files/ENCFF194AMH/, /files/ENCFF249FBZ/	29420	Gene Yeo, UCSD	ff16683274760f2bf87a7e1880c4c373		https://www.encodeproject.org/files/ENCFF374GKD/@@download/ENCFF374GKD.bed.gz				released	s3://encode-public/2018/06/08/5f060df1-e6a6-477c-8be5-a6be4c61b6e9/ENCFF374GKD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/5f060df1-e6a6-477c-8be5-a6be4c61b6e9/ENCFF374GKD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF141QHH	bam	bam		alignments	GRCh38	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1		43					/files/ENCFF975CKG/, /files/ENCFF487PAA/	174644922	Gene Yeo, UCSD	627ec25545d69db3c6ac13f3f2a9bc77		https://www.encodeproject.org/files/ENCFF141QHH/@@download/ENCFF141QHH.bam				released	s3://encode-public/2016/09/09/c69c97d3-40d1-4ee7-85e0-3bd820be3b15/ENCFF141QHH.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/c69c97d3-40d1-4ee7-85e0-3bd820be3b15/ENCFF141QHH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF802VWZ	bam	bam		alignments	GRCh38	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1		43					/files/ENCFF214SWU/, /files/ENCFF437VVV/	117119782	Gene Yeo, UCSD	fb769cd539f7e22e6412402f28ae8160		https://www.encodeproject.org/files/ENCFF802VWZ/@@download/ENCFF802VWZ.bam				released	s3://encode-public/2016/09/09/67de1ddc-c4c4-4d0e-930d-7c408e4eb26c/ENCFF802VWZ.bam	https://datasetencode.blob.core.windows.net/dataset/2016/09/09/67de1ddc-c4c4-4d0e-930d-7c408e4eb26c/ENCFF802VWZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF401RMG	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1							/files/ENCFF035UHD/	6185047	Gene Yeo, UCSD	ce92c1132a0ca14ca847fe5fe867434d		https://www.encodeproject.org/files/ENCFF401RMG/@@download/ENCFF401RMG.bigWig				released	s3://encode-public/2016/11/08/bcea6234-0fb4-4b88-96f9-615d32d9c4fb/ENCFF401RMG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/08/bcea6234-0fb4-4b88-96f9-615d32d9c4fb/ENCFF401RMG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF048HXO	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF249FBZ/	10777854	Gene Yeo, UCSD	d09e7b6bdcc1ce2256b04e09b1e7ed5f		https://www.encodeproject.org/files/ENCFF048HXO/@@download/ENCFF048HXO.bigWig				released	s3://encode-public/2016/11/08/08eaa83f-4853-4243-9a30-cc7d297236c0/ENCFF048HXO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/08/08eaa83f-4853-4243-9a30-cc7d297236c0/ENCFF048HXO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF447CKJ	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1							/files/ENCFF035UHD/	6450920	Gene Yeo, UCSD	2dc9f98e86e2829adef8f608cd07651a		https://www.encodeproject.org/files/ENCFF447CKJ/@@download/ENCFF447CKJ.bigWig				released	s3://encode-public/2016/11/09/0ab46f81-7ba5-4cb8-b3ef-071662d6a6e1/ENCFF447CKJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/0ab46f81-7ba5-4cb8-b3ef-071662d6a6e1/ENCFF447CKJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF821LAJ	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF249FBZ/	11325470	Gene Yeo, UCSD	0b2352e76f70f4005964258b70f0c89f		https://www.encodeproject.org/files/ENCFF821LAJ/@@download/ENCFF821LAJ.bigWig				released	s3://encode-public/2016/11/09/70c242bc-5cd9-4d0c-9dc8-ac7e9a15d63f/ENCFF821LAJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/70c242bc-5cd9-4d0c-9dc8-ac7e9a15d63f/ENCFF821LAJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF704SMP	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1							/files/ENCFF802VWZ/	6139534	Gene Yeo, UCSD	2a1b197289b2424c1ac2afc33f1a64eb		https://www.encodeproject.org/files/ENCFF704SMP/@@download/ENCFF704SMP.bigWig				released	s3://encode-public/2016/11/09/7e82de17-d131-4a5b-8d15-bd69d9599afd/ENCFF704SMP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/7e82de17-d131-4a5b-8d15-bd69d9599afd/ENCFF704SMP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF546BPY	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF141QHH/	10701066	Gene Yeo, UCSD	dd01c4eee47dd065c0c8c98cd4566ddd		https://www.encodeproject.org/files/ENCFF546BPY/@@download/ENCFF546BPY.bigWig				released	s3://encode-public/2016/11/09/f9956eda-b2cb-4c5e-91d2-0981d51da129/ENCFF546BPY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/f9956eda-b2cb-4c5e-91d2-0981d51da129/ENCFF546BPY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF493KJV	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF141QHH/	11241110	Gene Yeo, UCSD	a9fbe429701aa4b3735a40058988e381		https://www.encodeproject.org/files/ENCFF493KJV/@@download/ENCFF493KJV.bigWig				released	s3://encode-public/2016/11/09/79e3453b-bde4-495b-aa0d-da06216433a1/ENCFF493KJV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/79e3453b-bde4-495b-aa0d-da06216433a1/ENCFF493KJV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF768JXM	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1							/files/ENCFF802VWZ/	6400305	Gene Yeo, UCSD	32864b17d1d04208593fad11f434aa7d		https://www.encodeproject.org/files/ENCFF768JXM/@@download/ENCFF768JXM.bigWig				released	s3://encode-public/2016/11/09/c4515ae6-5201-4d61-9063-63f6fd3936cc/ENCFF768JXM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2016/11/09/c4515ae6-5201-4d61-9063-63f6fd3936cc/ENCFF768JXM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF957AOZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF141QHH/, /files/ENCFF802VWZ/, /files/ENCFF269URO/, /files/ENCFF949BFD/, /files/ENCFF903KIZ/, /files/ENCFF814MSM/	29362	Gene Yeo, UCSD	0e50300b25bd88fc97f4ef18f76e0f8a		https://www.encodeproject.org/files/ENCFF957AOZ/@@download/ENCFF957AOZ.bed.gz				released	s3://encode-public/2018/12/03/85edf313-a280-465a-b910-b6cc9e4daee0/ENCFF957AOZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/85edf313-a280-465a-b910-b6cc9e4daee0/ENCFF957AOZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF993XGD	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1							/files/ENCFF035UHD/, /files/ENCFF194AMH/	535618	Gene Yeo, UCSD	19972782dec4c73a65d7d247b31e3c7d		https://www.encodeproject.org/files/ENCFF993XGD/@@download/ENCFF993XGD.bed.gz				released	s3://encode-public/2016/11/30/4b5c4188-57d5-4b14-9505-2f477772442f/ENCFF993XGD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/4b5c4188-57d5-4b14-9505-2f477772442f/ENCFF993XGD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF585PKG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF249FBZ/, /files/ENCFF194AMH/	868143	Gene Yeo, UCSD	6922ba398d7465e264f641c32d5621bd		https://www.encodeproject.org/files/ENCFF585PKG/@@download/ENCFF585PKG.bed.gz				released	s3://encode-public/2016/11/30/3510ea28-f5b1-4ed7-8356-0175f58f75c6/ENCFF585PKG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/3510ea28-f5b1-4ed7-8356-0175f58f75c6/ENCFF585PKG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF814MSM	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1							/files/ENCFF802VWZ/, /files/ENCFF903KIZ/	533608	Gene Yeo, UCSD	a64d1e4ba9d16308c4cd3fa7b5881e35		https://www.encodeproject.org/files/ENCFF814MSM/@@download/ENCFF814MSM.bed.gz				released	s3://encode-public/2016/11/30/7250024e-9083-495a-be47-d95aad1a9f6c/ENCFF814MSM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/7250024e-9083-495a-be47-d95aad1a9f6c/ENCFF814MSM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF949BFD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF141QHH/, /files/ENCFF903KIZ/	865336	Gene Yeo, UCSD	c8d60fbb39dd19faee45d44a1766fd5b		https://www.encodeproject.org/files/ENCFF949BFD/@@download/ENCFF949BFD.bed.gz				released	s3://encode-public/2016/11/30/7333da05-3287-4847-9f12-9d4cffbae40b/ENCFF949BFD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/7333da05-3287-4847-9f12-9d4cffbae40b/ENCFF949BFD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF073OON	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF585PKG/	1475430	Gene Yeo, UCSD	9ffd6e703475ca71698d2dee0270b4c3		https://www.encodeproject.org/files/ENCFF073OON/@@download/ENCFF073OON.bigBed				released	s3://encode-public/2016/12/02/27af90cb-ae33-4ddd-8568-d2db03e65b96/ENCFF073OON.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/02/27af90cb-ae33-4ddd-8568-d2db03e65b96/ENCFF073OON.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF977KIJ	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1							/files/ENCFF993XGD/	978663	Gene Yeo, UCSD	aa3c6d3c67f1ee2ddb050d2f74a798fa		https://www.encodeproject.org/files/ENCFF977KIJ/@@download/ENCFF977KIJ.bigBed				released	s3://encode-public/2016/12/02/e6457f7b-81a9-461f-ae64-69cb26d0639c/ENCFF977KIJ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/02/e6457f7b-81a9-461f-ae64-69cb26d0639c/ENCFF977KIJ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF096DJH	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1							/files/ENCFF814MSM/	975422	Gene Yeo, UCSD	8dfdf2001a264e7e4348c67844ef361b		https://www.encodeproject.org/files/ENCFF096DJH/@@download/ENCFF096DJH.bigBed				released	s3://encode-public/2016/12/02/a487d518-c0d4-40f6-9805-2006038ecaa1/ENCFF096DJH.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/02/a487d518-c0d4-40f6-9805-2006038ecaa1/ENCFF096DJH.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF006UHG	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR018ZUE	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FKBP4-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF949BFD/	1473147	Gene Yeo, UCSD	31b021ee8194641938fea9ba53ff7de7		https://www.encodeproject.org/files/ENCFF006UHG/@@download/ENCFF006UHG.bigBed				released	s3://encode-public/2016/12/02/2c77b89b-11c8-4838-8fd4-c3b4d6921402/ENCFF006UHG.bigBed	https://datasetencode.blob.core.windows.net/dataset/2016/12/02/2c77b89b-11c8-4838-8fd4-c3b4d6921402/ENCFF006UHG.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF994WPX	bam	bam		alignments	hg19	ENCSR987FTF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										RBFOX2-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1		44					/files/ENCFF172GUS/, /files/ENCFF647KDW/	383183079	Gene Yeo, UCSD	2e0754be30d5e2dc58f91686a89b4ae3		https://www.encodeproject.org/files/ENCFF994WPX/@@download/ENCFF994WPX.bam				released	s3://encode-public/2016/03/23/c9faf9ee-b89a-4a20-9ed9-0af68f1bda28/ENCFF994WPX.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/23/c9faf9ee-b89a-4a20-9ed9-0af68f1bda28/ENCFF994WPX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF154BQS	bam	bam		alignments	hg19	ENCSR987FTF	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										RBFOX2-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1		44					/files/ENCFF591SSP/, /files/ENCFF289OFA/	376339189	Gene Yeo, UCSD	b6e5026390e5a04adeb7d337556125e5		https://www.encodeproject.org/files/ENCFF154BQS/@@download/ENCFF154BQS.bam				released	s3://encode-public/2016/03/23/8ca65929-e9ff-44a4-ac32-4780accdf7e4/ENCFF154BQS.bam	https://datasetencode.blob.core.windows.net/dataset/2016/03/23/8ca65929-e9ff-44a4-ac32-4780accdf7e4/ENCFF154BQS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
